title,link,date_parsed
"As Midwest summers get hotter, Milwaukee's most at risk have an unmet need: air conditioning",news.google.com/./articles/CBMifWh0dHBzOi8vcGJzd2lzY29uc2luLm9yZy9uZXdzLWl0ZW0vYXMtbWlkd2VzdC1zdW1tZXJzLWdldC1ob3R0ZXItbWlsd2F1a2Vlcy1tb3N0LWF0LXJpc2staGF2ZS1hbi11bm1ldC1uZWVkLWFpci1jb25kaXRpb25pbmcv0gEA?hl=en-US&gl=US&ceid=US%3Aen,8-24-2022
Beating the heat: Milwaukee to join cities across the nation in measuring heat island effect,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3Lndwci5vcmcvYmVhdGluZy1oZWF0LW1pbHdhdWtlZS1qb2luLWNpdGllcy1hY3Jvc3MtbmF0aW9uLW1lYXN1cmluZy1oZWF0LWlzbGFuZC1lZmZlY3TSAQA?hl=en-US&gl=US&ceid=US%3Aen,5-9-2022
"Madison, Milwaukee data help shape heat health ranking tool",news.google.com/./articles/CBMidWh0dHBzOi8vd3d3Lmpzb25saW5lLmNvbS9zdG9yeS9uZXdzLzIwMjIvMDcvMTEvbWFkaXNvbi1taWx3YXVrZWUtZGF0YS1oZWxwLXNoYXBlLWhlYXQtaGVhbHRoLXJhbmtpbmctdG9vbC83ODA5NjQ3MDAxL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,7-11-2022
Charges: Wisconsin nurse amputated man’s foot without orders,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3LnR3aW5jaXRpZXMuY29tLzIwMjIvMTEvMTAvY2hhcmdlcy13aXNjb25zaW4tbnVyc2UtYW1wdXRhdGVkLW1hbnMtZm9vdC13aXRob3V0LW9yZGVycy_SAWVodHRwczovL3d3dy50d2luY2l0aWVzLmNvbS8yMDIyLzExLzEwL2NoYXJnZXMtd2lzY29uc2luLW51cnNlLWFtcHV0YXRlZC1tYW5zLWZvb3Qtd2l0aG91dC1vcmRlcnMvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,11-10-2022
Wisconsin basketball wins the Brew City Battle vs. Stanford 60-50,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3LnNpLmNvbS9jb2xsZWdlL3dpc2NvbnNpbi9iYXNrZXRiYWxsL2dhbWUtcmVjYXAtd2lzY29uc2luLXZzLXN0YW5mb3JkLWJyZXctY2l0eS1iYXR0bGXSAWZodHRwczovL3d3dy5zaS5jb20vY29sbGVnZS93aXNjb25zaW4vLmFtcC9iYXNrZXRiYWxsL2dhbWUtcmVjYXAtd2lzY29uc2luLXZzLXN0YW5mb3JkLWJyZXctY2l0eS1iYXR0bGU?hl=en-US&gl=US&ceid=US%3Aen,11-11-2022
Here are some Wisconsin sweet cheese treats to try for the holidays,news.google.com/./articles/CBMiowFodHRwczovL3d3dy5qc29ubGluZS5jb20vc3RvcnkvbGlmZS9mb29kLzIwMjIvMTEvMDgvc3dlZXQtY2hlZXNlLWluLXZhcmlvdXMtZmxhdm9ycy1hdmFpbGFibGUtZm9yLWhvbGlkYXlzLXdpc2NvbnNpbi1jYXJyLXZhbGxleS1jaG9jb2xhdGUtZG9vci1jb3VudHkvNjk1Nzc2MDkwMDcv0gEA?hl=en-US&gl=US&ceid=US%3Aen,11-8-2022
"125-degree heat index in Dane County? It could happen by midcentury, study says",news.google.com/./articles/CBMiqgFodHRwczovL21hZGlzb24uY29tL25ld3MvbG9jYWwvZW52aXJvbm1lbnQvMTI1LWRlZ3JlZS1oZWF0LWluZGV4LWluLWRhbmUtY291bnR5LWl0LWNvdWxkLWhhcHBlbi1ieS1taWRjZW50dXJ5LXN0dWR5LXNheXMvYXJ0aWNsZV8yYTc0MWIzZS03ZjAwLTU1YTYtYmYwMS00MTMxMWNkOGJhYTYuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,8-21-2022
Broccoli Cheddar Chicken & Rice Casserole | Wisconsin Public Radio,news.google.com/./articles/CBMiO2h0dHBzOi8vd3d3Lndwci5vcmcvYnJvY2NvbGktY2hlZGRhci1jaGlja2VuLXJpY2UtY2Fzc2Vyb2xl0gEA?hl=en-US&gl=US&ceid=US%3Aen,11-12-2022
The end is near for the hottest time of the year,news.google.com/./articles/CBMiUGh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL3dlYXRoZXIvMjAyMi8wNy8yNC9hbGxfZG93bmhpbGxfZnJvbV9oZXJl0gEA?hl=en-US&gl=US&ceid=US%3Aen,7-26-2022
"Tyler Jansey, a Wisconsin commit, gets Batavia back to state",news.google.com/./articles/CBMiiQFodHRwczovL3d3dy5jaGljYWdvdHJpYnVuZS5jb20vc3VidXJicy9hdXJvcmEtYmVhY29uLW5ld3Mvc3BvcnRzL2N0LWFibi1mYmwtYnR2LWx6LXN0LTExMjEtMjAyMjExMjAtZDNscXY1NTQ0bmZrbG5zeXJza3hkamhjZXktc3RvcnkuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,11-20-2022
"Wisconsin to have hot, muggy weather conditions Monday, Tuesday",news.google.com/./articles/CBMieWh0dHBzOi8vd3d3Lmpzb25saW5lLmNvbS9zdG9yeS93ZWF0aGVyLzIwMjIvMDcvMTgvd2lzY29uc2luLWhhdmUtaG90LW11Z2d5LXdlYXRoZXItY29uZGl0aW9ucy1tb25kYXktdHVlc2RheS8xMDA4NTY0ODAwMi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,7-18-2022
The forecast isn't looking good for your wallet this winter,news.google.com/./articles/CBMiZWh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL3dlYXRoZXIvMjAyMi8xMC8xNy93aW50ZXItaGVhdGluZy1wcmljZXMtd2lsbC1yaXNlLXRoaXMtd2ludGVy0gEA?hl=en-US&gl=US&ceid=US%3Aen,10-18-2022
Perfect Wisconsin weekend ahead; Heat & humidity return next week,news.google.com/./articles/CBMiYGh0dHBzOi8vd3d3Lm5iYzE1LmNvbS8yMDIyLzA3LzI4L3BlcmZlY3Qtd2lzY29uc2luLXdlZWtlbmQtYWhlYWQtaGVhdC1odW1pZGl0eS1yZXR1cm4tbmV4dC13ZWVrL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,7-28-2022
Milwaukee is at the tip of a new heat belt emerging in the Midwest,news.google.com/./articles/CBMiYmh0dHBzOi8vd3d3Lnd1d20uY29tLzIwMjItMDktMTMvbWlsd2F1a2VlLWlzLWF0LXRoZS10aXAtb2YtYS1uZXctaGVhdC1iZWx0LWVtZXJnaW5nLWluLXRoZS1taWR3ZXN00gEA?hl=en-US&gl=US&ceid=US%3Aen,9-13-2022
'It’s a difficult wait': Thousands without power amid dangerous heat in southeast Wisconsin,news.google.com/./articles/CBMifGh0dHBzOi8vd3d3LnRtajQuY29tL25ld3MvbG9jYWwtbmV3cy9pdHMtYS1kaWZmaWN1bHQtd2FpdC10aG91c2FuZHMtd2l0aG91dC1wb3dlci1hbWlkLWRhbmdlcm91cy1oZWF0LWluLXNvdXRoZWFzdC13aXNjb25zaW7SAYYBaHR0cHM6Ly93d3cudG1qNC5jb20vbmV3cy9sb2NhbC1uZXdzL2l0cy1hLWRpZmZpY3VsdC13YWl0LXRob3VzYW5kcy13aXRob3V0LXBvd2VyLWFtaWQtZGFuZ2Vyb3VzLWhlYXQtaW4tc291dGhlYXN0LXdpc2NvbnNpbj9fYW1wPXRydWU?hl=en-US&gl=US&ceid=US%3Aen,6-14-2022
"May 12 reaches high temperature record for Wausau, Stevens Point",news.google.com/./articles/CBMinQFodHRwczovL3d3dy5zdGV2ZW5zcG9pbnRqb3VybmFsLmNvbS9zdG9yeS93ZWF0aGVyLzIwMjIvMDUvMTMvaGlnaC10ZW1wZXJhdHVyZS1yZWNvcmRzLXNldC1tYXktMTItd2F1c2F1LXN0ZXZlbnMtcG9pbnQtbWFyc2hmaWVsZC13aXNjb25zaW4tcmFwaWRzLzk3NjI5MjYwMDIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,5-12-2022
WISCONSIN “DRY HEAT” TO WRAP UP AUGUST,news.google.com/./articles/CBMiQmh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMDgvMzEvd2lzY29uc2luLWRyeS1oZWF0LXdyYXAtdXAtYXVndXN0L9IBUWh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMDgvMzEvd2lzY29uc2luLWRyeS1oZWF0LXdyYXAtdXAtYXVndXN0Lz9vdXRwdXRUeXBlPWFtcA?hl=en-US&gl=US&ceid=US%3Aen,8-31-2022
Your heating bill could send shivers up your spine this winter,news.google.com/./articles/CBMiX2h0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMDkvMjEveW91ci1oZWF0aW5nLWJpbGwtY291bGQtc2VuZC1zaGl2ZXJzLXVwLXlvdXItc3BpbmUtdGhpcy13aW50ZXIv0gFuaHR0cHM6Ly93d3cud2JheS5jb20vMjAyMi8wOS8yMS95b3VyLWhlYXRpbmctYmlsbC1jb3VsZC1zZW5kLXNoaXZlcnMtdXAteW91ci1zcGluZS10aGlzLXdpbnRlci8_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen,9-21-2022
Testing for PFAS in Wisconsin drinking water reveals forever chemicals,news.google.com/./articles/CBMilAFodHRwczovL3d3dy5qc29ubGluZS5jb20vaW4tZGVwdGgvbmV3cy9pbnZlc3RpZ2F0aW9ucy8yMDIyLzExLzAzL3Rlc3RpbmctZm9yLXBmYXMtaW4td2lzY29uc2luLWRyaW5raW5nLXdhdGVyLXJldmVhbHMtZm9yZXZlci1jaGVtaWNhbHMvMTA1MjM3MDEwMDIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,11-3-2022
Grad students work with climatologist on tool to alert communities to dangerous heat levels,news.google.com/./articles/CBMicmh0dHBzOi8vbmV3cy53aXNjLmVkdS9ncmFkLXN0dWRlbnRzLXdvcmstd2l0aC1jbGltYXRvbG9naXN0LW9uLXRvb2wtdG8tYWxlcnQtY29tbXVuaXRpZXMtdG8tZGFuZ2Vyb3VzLWhlYXQtbGV2ZWxzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,10-24-2022
Report details how Wisconsin is impacted by climate change,news.google.com/./articles/CBMiiwFodHRwczovL3NwZWN0cnVtbmV3czEuY29tL3dpL21pbHdhdWtlZS9uZXdzLzIwMjIvMDIvMjMvZmVlbGluZy10aGUtaGVhdC0tc3RhdGV3aWRlLXJlcG9ydC1kZXRhaWxzLWhvdy1jbGltYXRlLWNoYW5nZS1pcy1pbXBhY3Rpbmctd2lzY29uc2lu0gEA?hl=en-US&gl=US&ceid=US%3Aen,3-6-2022
Fall is right around the corner,news.google.com/./articles/CBMiW2h0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL3dlYXRoZXIvMjAyMi8wOS8yNi93aXNjb25zaW4tbGFzdC1vZi10aGUtaGVhdC0yMi1qZHLSAQA?hl=en-US&gl=US&ceid=US%3Aen,9-27-2022
"[RECIPE] Harissa, red lentil, and tomato soup | Wisconsin Public Radio",news.google.com/./articles/CBMiPWh0dHBzOi8vd3d3Lndwci5vcmcvcmVjaXBlLWhhcmlzc2EtcmVkLWxlbnRpbC1hbmQtdG9tYXRvLXNvdXDSAQA?hl=en-US&gl=US&ceid=US%3Aen,11-11-2022
"Russia strikes, Ukraine repairs, in a battle to survive the winter",news.google.com/./articles/CBMiSGh0dHBzOi8vd3d3Lndwci5vcmcvcnVzc2lhLXN0cmlrZXMtdWtyYWluZS1yZXBhaXJzLWJhdHRsZS1zdXJ2aXZlLXdpbnRlctIBAA?hl=en-US&gl=US&ceid=US%3Aen,11-25-2022
This Is The Most Extreme Temperature Ever Recorded In Wisconsin,news.google.com/./articles/CBMiamh0dHBzOi8vd3d3LmloZWFydC5jb20vY29udGVudC8yMDIyLTA0LTI4LXRoaXMtaXMtdGhlLW1vc3QtZXh0cmVtZS10ZW1wZXJhdHVyZS1ldmVyLXJlY29yZGVkLWluLXdpc2NvbnNpbi_SAXBodHRwczovL3d3dy5paGVhcnQuY29tL2FsdGVybmF0ZS9hbXAvMjAyMi0wNC0yOC10aGlzLWlzLXRoZS1tb3N0LWV4dHJlbWUtdGVtcGVyYXR1cmUtZXZlci1yZWNvcmRlZC1pbi13aXNjb25zaW4v?hl=en-US&gl=US&ceid=US%3Aen,4-29-2022
Gov. Evers Invests Additional $16.6 Million To Help Wisconsin Families Keep Heat On This Winter,news.google.com/./articles/CBMiemh0dHBzOi8vZHJ5ZGVud2lyZS5jb20vbmV3cy9nb3YtZXZlcnMtaW52ZXN0cy1hZGRpdGlvbmFsLTE2LjYtbWlsbGlvbi10by1oZWxwLXdpc2NvbnNpbi1mYW1pbGllcy1rZWVwLWhlYXQtb24tdGhpcy13aW50ZXIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,9-30-2022
Sudden heat wave brings dangers,news.google.com/./articles/CBMiQGh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjIvMDUvMTIvc3VkZGVuLWhlYXQtd2F2ZS1icmluZ3MtZGFuZ2Vycy_SAU9odHRwczovL3d3dy53YmF5LmNvbS8yMDIyLzA1LzEyL3N1ZGRlbi1oZWF0LXdhdmUtYnJpbmdzLWRhbmdlcnMvP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen,5-12-2022
What is the reason for the early season heat in Northeast Wisconsin?,news.google.com/./articles/CBMifGh0dHBzOi8vd3d3LndlYXJlZ3JlZW5iYXkuY29tL3dlYXRoZXIvYmV5b25kdGhlZm9yZWNhc3Qvd2hhdC1pcy10aGUtcmVhc29uLWZvci10aGUtZWFybHktc2Vhc29uLWhlYXQtaW4tbm9ydGhlYXN0LXdpc2NvbnNpbi_SAYABaHR0cHM6Ly93d3cud2VhcmVncmVlbmJheS5jb20vd2VhdGhlci9iZXlvbmR0aGVmb3JlY2FzdC93aGF0LWlzLXRoZS1yZWFzb24tZm9yLXRoZS1lYXJseS1zZWFzb24taGVhdC1pbi1ub3J0aGVhc3Qtd2lzY29uc2luL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,6-8-2021
How hot is Milwaukee? Urban heat island mapping arrives in city to help with extreme weather response,news.google.com/./articles/CBMigQFodHRwczovL3d3dy50bWo0LmNvbS93ZWF0aGVyL2hvdy1ob3QtaXMtbWlsd2F1a2VlLXVyYmFuLWhlYXQtaXNsYW5kLW1hcHBpbmctYXJyaXZlcy1pbi1jaXR5LXRvLWhlbHAtd2l0aC1leHRyZW1lLXdlYXRoZXItcmVzcG9uc2XSAYsBaHR0cHM6Ly93d3cudG1qNC5jb20vd2VhdGhlci9ob3ctaG90LWlzLW1pbHdhdWtlZS11cmJhbi1oZWF0LWlzbGFuZC1tYXBwaW5nLWFycml2ZXMtaW4tY2l0eS10by1oZWxwLXdpdGgtZXh0cmVtZS13ZWF0aGVyLXJlc3BvbnNlP19hbXA9dHJ1ZQ?hl=en-US&gl=US&ceid=US%3Aen,7-27-2022
Midsummer heat baking southern states with highs feeling like July,news.google.com/./articles/CBMiTGh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS93ZWF0aGVyLzIwMjIvMDUvMTAvanVseS1oZWF0LXNvdXRoZXJuLXN0YXRlcy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,5-10-2022
Summer's long vacation is now over; get ready to cook,news.google.com/./articles/CBMiV2h0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL3dlYXRoZXIvMjAyMi8wNi8xMy93aXNjb25zaW4tanVuZS1oZWF0LXN0YXRzLWpkctIBAA?hl=en-US&gl=US&ceid=US%3Aen,6-14-2022
Hot data: Milwaukee to be a part of a hot weather study this week,news.google.com/./articles/CBMid2h0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL25ld3MvMjAyMi8wNy8xMy9ob3QtZGF0YS0tbWlsd2F1a2VlLXRvLWJlLWFwYXJ0LW9mLWEtaG90LXdlYXRoZXItc3R1ZHktdGhpcy13ZWVr0gEA?hl=en-US&gl=US&ceid=US%3Aen,7-20-2022
Severe weather and excessive heat this week,news.google.com/./articles/CBMiUmh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL3dlYXRoZXIvMjAyMi8wNi8xMy9zdG9ybS1hbmQtaGVhdC10aGlzLXdlZWvSAQA?hl=en-US&gl=US&ceid=US%3Aen,6-13-2022
"Wisconsin farmers evaluate climate change impacts, consider solutions",news.google.com/./articles/CBMibmh0dHBzOi8vYmFkZ2VyaGVyYWxkLmNvbS9uZXdzLzIwMjIvMDkvMjcvd2lzY29uc2luLWZhcm1lcnMtZXZhbHVhdGUtY2xpbWF0ZS1jaGFuZ2UtaW1wYWN0cy1jb25zaWRlci1zb2x1dGlvbnMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,9-27-2022
Storms may spare Madison from the worst of Wednesday's heat,news.google.com/./articles/CBMiUGh0dHBzOi8vd3d3Lm5iYzE1LmNvbS8yMDIyLzA4LzAxL3N0b3Jtcy1tYXktc3BhcmUtbWFkaXNvbi13b3JzdC13ZWRuZXNkYXlzLWhlYXQv0gEA?hl=en-US&gl=US&ceid=US%3Aen,7-31-2022
Madison's housing debate is dangerously underdeveloped – Tone Madison,news.google.com/./articles/CBMiV2h0dHBzOi8vdG9uZW1hZGlzb24uY29tL2FydGljbGVzL21hZGlzb25zLWhvdXNpbmctZGViYXRlLWlzLWRhbmdlcm91c2x5LXVuZGVyZGV2ZWxvcGVkL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,11-8-2022
Wisconsin's housing shortage isn't just a quality-of-life issue. It's a workforce issue.,news.google.com/./articles/CBMiYGh0dHBzOi8vd3d3Lndwci5vcmcvd2lzY29uc2lucy1ob3VzaW5nLXNob3J0YWdlLWlzbnQtanVzdC1xdWFsaXR5LWxpZmUtaXNzdWUtaXRzLXdvcmtmb3JjZS1pc3N1ZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,11-2-2022
Madison's housing crisis having lasting effects on residents,news.google.com/./articles/CBMifmh0dHBzOi8vc3BlY3RydW1uZXdzMS5jb20vd2kvbWlsd2F1a2VlL25ld3MvMjAyMi8wOC8wOS9tYWRpc29uLXMtaG91c2luZy1jcmlzaXMtaGF2aW5nLWxhc3RpbmctZWZmZWN0cy1vbi1sb3ctaW5jb21lLXJlc2lkZW50c9IBAA?hl=en-US&gl=US&ceid=US%3Aen,8-9-2022
A legacy of past choices: Milwaukee's housing crisis explained,news.google.com/./articles/CBMiYGh0dHBzOi8vd2lzY29uc2lud2F0Y2gub3JnLzIwMjIvMDYvYS1sZWdhY3ktb2YtcGFzdC1jaG9pY2VzLW1pbHdhdWtlZXMtaG91c2luZy1jcmlzaXMtZXhwbGFpbmVkL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,6-10-2022
"Lack of units in Madison, ever-growing population results in racial disparities in housing",news.google.com/./articles/CBMidWh0dHBzOi8vbWFkaXNvbmNvbW1vbnMub3JnL2xhY2stb2YtdW5pdHMtaW4tbWFkaXNvbi1ldmVyLWdyb3dpbmctcG9wdWxhdGlvbi1yZXN1bHRzLWluLXJhY2lhbC1kaXNwYXJpdGllcy1pbi1ob3VzaW5nL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,11-16-2022
The affordable housing crisis in Wisconsin | Wisconsin Public Radio,news.google.com/./articles/CBMiN2h0dHBzOi8vd3d3Lndwci5vcmcvYWZmb3JkYWJsZS1ob3VzaW5nLWNyaXNpcy13aXNjb25zaW7SAQA?hl=en-US&gl=US&ceid=US%3Aen,2-21-2022
Affordable housing crisis impacts UW-Madison students aiming to live off-campus,news.google.com/./articles/CBMibGh0dHBzOi8vd3d3LmNoYW5uZWwzMDAwLmNvbS9hZmZvcmRhYmxlLWhvdXNpbmctY3Jpc2lzLWltcGFjdHMtdXctbWFkaXNvbi1zdHVkZW50cy1haW1pbmctdG8tbGl2ZS1vZmYtY2FtcHVzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,10-19-2022
"Habitat for Humanity Dane County, Build with Strength partner to build sustainable, affordable homes",news.google.com/./articles/CBMijAFodHRwczovL2JhZGdlcmhlcmFsZC5jb20vbmV3cy8yMDIyLzExLzAzL2hhYml0YXQtZm9yLWh1bWFuaXR5LWRhbmUtY291bnR5LWJ1aWxkLXdpdGgtc3RyZW5ndGgtcGFydG5lci10by1idWlsZC1zdXN0YWluYWJsZS1hZmZvcmRhYmxlLWhvbWVzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,11-3-2022
'We're not the only people struggling': Bayfield County moves forward on efforts to address housing shortage,news.google.com/./articles/CBMicmh0dHBzOi8vd3d3Lndwci5vcmcvd2VyZS1ub3Qtb25seS1wZW9wbGUtc3RydWdnbGluZy1iYXlmaWVsZC1jb3VudHktbW92ZXMtZm9yd2FyZC1lZmZvcnRzLWFkZHJlc3MtaG91c2luZy1zaG9ydGFnZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,7-27-2022
Wausau is facing an 'affordable housing crisis.' Here's what is being done to address it.,news.google.com/./articles/CBMigwFodHRwczovL3d3dy53YXVzYXVkYWlseWhlcmFsZC5jb20vc3RvcnkvbmV3cy9sb2NhbC8yMDIyLzA3LzIwL3dhdXNhdXMtYWZmb3JkYWJsZS1ob3VzaW5nLWNyaXNpcy13aGF0LWJlaW5nLWRvbmUtYWRkcmVzcy83NzgwMTczMDAxL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,7-20-2022
Growing unsheltered population forces a reckoning with Wisconsin's housing crisis,news.google.com/./articles/CBMiXWh0dHBzOi8vd3d3Lndwci5vcmcvZ3Jvd2luZy11bnNoZWx0ZXJlZC1wb3B1bGF0aW9uLWZvcmNlcy1yZWNrb25pbmctd2lzY29uc2lucy1ob3VzaW5nLWNyaXNpc9IBAA?hl=en-US&gl=US&ceid=US%3Aen,12-7-2021
Wisconsin property values see record growth in 2022,news.google.com/./articles/CBMiRGh0dHBzOi8vd3d3Lndwci5vcmcvd2lzY29uc2luLXByb3BlcnR5LXZhbHVlcy1zZWUtcmVjb3JkLWdyb3d0aC0yMDIy0gEA?hl=en-US&gl=US&ceid=US%3Aen,9-28-2022
"Cardinal View: Madison housing shortages, rent surges need to be addressed",news.google.com/./articles/CBMidmh0dHBzOi8vd3d3LmRhaWx5Y2FyZGluYWwuY29tL2FydGljbGUvMjAyMi8wOS9jYXJkaW5hbC12aWV3LW1hZGlzb24taG91c2luZy1zaG9ydGFnZXMtcmVudC1zdXJnZXMtbmVlZC10by1iZS1hZGRyZXNzZWTSAQA?hl=en-US&gl=US&ceid=US%3Aen,9-29-2022
Homeownership dreams foiled by a 'perfect storm',news.google.com/./articles/CBMiUmh0dHBzOi8vcGJzd2lzY29uc2luLm9yZy9uZXdzLWl0ZW0vaG9tZW93bmVyc2hpcC1kcmVhbXMtZm9pbGVkLWJ5LWEtcGVyZmVjdC1zdG9ybS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,4-15-2022
Unhoused and underserved: Milwaukee sees increase in homeless resident deaths,news.google.com/./articles/CBMicGh0dHBzOi8vd2lzY29uc2lud2F0Y2gub3JnLzIwMjIvMTEvdW5ob3VzZWQtYW5kLXVuZGVyc2VydmVkLW1pbHdhdWtlZS1zZWVzLWluY3JlYXNlLWluLWhvbWVsZXNzLXJlc2lkZW50LWRlYXRocy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,11-14-2022
Wisconsin groups offer 'cookbook' to spur affordable housing,news.google.com/./articles/CBMijwFodHRwczovL3d3dy5ncmVlbmJheXByZXNzZ2F6ZXR0ZS5jb20vc3RvcnkvbW9uZXkvMjAyMi8wMi8xNi9uZXctY29va2Jvb2stb2ZmZXJzLXNvbHV0aW9ucy13aXNjb25zaW4taG91c2luZy1jcmlzaXMtYWZmb3JkYWJsZS1ob21lcy82Nzk5NDI0MDAxL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,2-16-2022
Solving the Affordable Housing Shortage,news.google.com/./articles/CBMiRGh0dHBzOi8vZG9vcmNvdW50eXB1bHNlLmNvbS9zb2x2aW5nLXRoZS1hZmZvcmRhYmxlLWhvdXNpbmctc2hvcnRhZ2Uv0gEA?hl=en-US&gl=US&ceid=US%3Aen,6-3-2022
"How Wisconsin can fix shortage of affordable apartments, homes",news.google.com/./articles/CBMijgFodHRwczovL3d3dy5ncmVlbmJheXByZXNzZ2F6ZXR0ZS5jb20vaW4tZGVwdGgvbmV3cy9sb2NhbC8yMDIxLzA5LzI5L2FmZm9yZGFibGUtaG91c2luZy1ob3ctd2lzY29uc2luLWZpeC1zaG9ydGFnZS1hcGFydG1lbnRzLWhvbWVzLzU1NDMzMTQwMDEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,9-29-2021
Affordable housing Wisconsin: GOP bills look at workforce housing,news.google.com/./articles/CBMihQFodHRwczovL3d3dy5wb3N0Y3Jlc2NlbnQuY29tL3N0b3J5L25ld3MvcG9saXRpY3MvMjAyMS8xMi8yMC9hZmZvcmRhYmxlLWhvdXNpbmctd2lzY29uc2luLWdvcC1iaWxscy1sb29rLXdvcmtmb3JjZS1ob3VzaW5nLzY0MTk5ODIwMDEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,12-20-2021
Outagamie County devises regional strategy to address looming shortage of affordable housing,news.google.com/./articles/CBMilgFodHRwczovL3d3dy5wb3N0Y3Jlc2NlbnQuY29tL3N0b3J5L25ld3Mvc3BlY2lhbC1yZXBvcnRzLzIwMjIvMDkvMDIvb3V0YWdhbWllLWNvdW50eS1kZXZlbG9wcy1zdHJhdGVneS1hZGRyZXNzLWFmZm9yZGFibGUtaG91c2luZy1zaG9ydGFnZS8xMDEwMTkyODAwMi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,9-2-2022
Vacant school building offers solution to a rural town's housing shortage,news.google.com/./articles/CBMiV2h0dHBzOi8vd3d3Lndwci5vcmcvdmFjYW50LXNjaG9vbC1idWlsZGluZy1vZmZlcnMtc29sdXRpb24tcnVyYWwtdG93bnMtaG91c2luZy1zaG9ydGFnZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,7-22-2022
Madison apartment building takes new approach to student off-campus housing shortage,news.google.com/./articles/CBMicWh0dHBzOi8vd3d3LmNoYW5uZWwzMDAwLmNvbS9tYWRpc29uLWFwYXJ0bWVudC1idWlsZGluZy10YWtlcy1uZXctYXBwcm9hY2gtdG8tc3R1ZGVudC1vZmYtY2FtcHVzLWhvdXNpbmctc2hvcnRhZ2Uv0gEA?hl=en-US&gl=US&ceid=US%3Aen,10-26-2022
"Milwaukee area housing market has calmed a bit, but remains a seller's market",news.google.com/./articles/CBMia2h0dHBzOi8vd3d3Lnd1d20uY29tLzIwMjItMDYtMjQvbWlsd2F1a2VlLWFyZWEtaG91c2luZy1tYXJrZXQtaGFzLWNhbG1lZC1hLWJpdC1idXQtcmVtYWlucy1hLXNlbGxlcnMtbWFya2V00gEA?hl=en-US&gl=US&ceid=US%3Aen,6-24-2022
Young professionals struggle to find places to live in the Northwoods. Here's what that means for the labor shortage,news.google.com/./articles/CBMipQFodHRwczovL3d3dy53eHByLm9yZy9idXNpbmVzcy1lY29ub21pY3MvMjAyMi0wNC0yOC95b3VuZy1wcm9mZXNzaW9uYWxzLXN0cnVnZ2xlLXRvLWZpbmQtcGxhY2VzLXRvLWxpdmUtaW4tdGhlLW5vcnRod29vZHMtaGVyZXMtd2hhdC10aGF0LW1lYW5zLWZvci10aGUtbGFib3Itc2hvcnRhZ2XSAQA?hl=en-US&gl=US&ceid=US%3Aen,4-28-2022
