INTERACTION_ID,INTERACTION_CLIENTID,CLIENT_ID,SITE_ID,AGENCY_ID,PROGRAM_ID,SERVICE_ID,TAXONOMY_ID,TAXONOMY_NAME,DATEOFREFERRAL,AGENCY_PARENTID,SITESYSTEM_NAME,AGENCYSYSTEM_NAME,INTERACTIONREFERRAL_ID,AGENCYSYSTEM_PARENTNAME
1311789,32275,32275,28505,16233,None,50074,408046,Refrigerators,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,1957815,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1311750,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1957751,IMPACT
1311747,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1957748,GREAT RIVERS 2-1-1
1311738,34763,34763,37820,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - REPAIRERS OF THE BREACH,IMPACT,1957733,IMPACT
1311732,14836,14836,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,1957727,211 USE - COMMUNITY SHELTER UNMET
1311724,31479,31479,27102,15505,None,46919,413132,Talklines/Warmlines,None,15505,SIRONA RECOVERY,SIRONA RECOVERY,1957702,SIRONA RECOVERY
1311707,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1957678,GREAT RIVERS 2-1-1
1311680,2679,2679,7489,754,None,16319,413247,General Crisis Intervention Hotlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1957651,GREAT RIVERS 2-1-1
1311672,35541,35541,30883,16992,None,52339,407956,Housing Search Assistance,None,16992,WISCONSIN AFFORDABLE HOUSING SEARCH ENGINES,WISCONSIN AFFORDABLE HOUSING SEARCH ENGINES,1957629,WISCONSIN AFFORDABLE HOUSING SEARCH ENGINES
1311664,2940,2940,13320,7708,None,13700,413131,Cognitive Behavioral Therapy,None,7708,MARRIAGE AND FAMILY HEALTH SERVICES - CHIPPEWA BRANCH OFFICE,MARRIAGE AND FAMILY HEALTH SERVICES,1957612,MARRIAGE AND FAMILY HEALTH SERVICES
1311661,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1957609,GREAT RIVERS 2-1-1
1311659,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1957607,GREAT RIVERS 2-1-1
1311657,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1957605,GREAT RIVERS 2-1-1
1311655,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1957595,GREAT RIVERS 2-1-1
1311635,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1957561,GREAT RIVERS 2-1-1
1311626,35717,35717,28397,16173,None,55061,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1957539,IMPACT
1311602,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1957485,GREAT RIVERS 2-1-1
1311599,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1957474,GREAT RIVERS 2-1-1
1311554,22591,22591,28622,16305,None,64899,408258,Electric Service Payment Assistance,None,16305,SOCIAL DEVELOPMENT COMMISSION - NORTH AVE,SOCIAL DEVELOPMENT COMMISSION,1957382,SOCIAL DEVELOPMENT COMMISSION
1311502,37375,37375,20039,11403,None,22978,411232,EBT Card Services,None,11403,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF HEALTH CARE ACCESS AND ACCOUNTABILITY,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF MEDICAID SERVICES,1957270,WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF MEDICAID SERVICES
1311489,38100,38100,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,1957253,IMPACT
1311416,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1957126,GREAT RIVERS 2-1-1
1311330,29405,29405,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1956966,IMPACT
1311300,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1956920,GREAT RIVERS 2-1-1
1311292,41834,41834,28151,15981,None,49115,413883,Large Item Trash/Garbage Pickup,None,15981,RACINE CITY HALL,RACINE, 'DateOfServiceProvided': None, InteractionReferral_Id: 1956903
1311255,18170,18170,37819,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - ST BENS,IMPACT,1956833,IMPACT
1311186,2693,2693,10534,5017,None,24116,411276,Food Stamps/SNAP Applications,None,5017,HOUSTON COUNTY DEPARTMENT OF HUMAN SERVICES,HOUSTON COUNTY DEPARTMENT OF HUMAN SERVICES,1956703,HOUSTON COUNTY DEPARTMENT OF HUMAN SERVICES
1311184,20892,20892,35298,16085,None,49481,407761,Food Pantries,None,16085,ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY - RACINE,ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY,1956700,ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY
1311180,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1956696,GREAT RIVERS 2-1-1
1311175,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1956682,GREAT RIVERS 2-1-1
1311018,36343,36343,28395,16172,None,49690,407761,Food Pantries,None,16172,MILWAUKEE CHRISTIAN CENTER - 14TH STREET,MILWAUKEE CHRISTIAN CENTER,1956387,MILWAUKEE CHRISTIAN CENTER
1310981,31256,31256,27621,15740,None,47910,411476,Case/Care Management,None,15740,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE - MILWAUKEE COUNTY,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE,1956320,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE
1310944,24621,24621,28509,16234,None,50096,414388,General Clothing Donation Programs,None,16234,FATHER GENES HELP CENTER,FATHER GENES HELP CENTER,1956235, AgencySystem_ParentName: ""FATHER GENES HELP CENTER""
1310942,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1956233,IMPACT
1310933,23432,23432,28504,16232,None,50065,413247,General Crisis Intervention Hotlines,None,16232,ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION,1956222,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1310926,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1956207,IMPACT
1310916,26768,26768,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1956195,IMPACT
1310897,41261,41261,27083,15492,None,46827,409105,Municipal Police,None,15492,MILWAUKEE POLICE DEPARTMENT -DISTRICT 3,MILWAUKEE POLICE DEPARTMENT,1956168,MILWAUKEE POLICE DEPARTMENT
1310878,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1956133,GREAT RIVERS 2-1-1
1310872,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1956125,GREAT RIVERS 2-1-1
1310790,2679,2679,20037,11401,None,22967,414477,Directory Assistance,None,11401,DIRECTORY ASSISTANCE NUMBERS,DIRECTORY ASSISTANCE NUMBERS,1955970,DIRECTORY ASSISTANCE NUMBERS
1310781,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1955949,GREAT RIVERS 2-1-1
1310673,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1955742,GREAT RIVERS 2-1-1
1310490,24419,24419,28609,16296,None,50240,407943,Rent Payment Assistance,None,16296,ST VINCENT DE PAUL SOCIETY OF WAUKESHA COUNTY - WAUKESHA,ST VINCENT DE PAUL SOCIETY OF WAUKESHA COUNTY,1955409,ST VINCENT DE PAUL SOCIETY OF WAUKESHA COUNTY
1310454,40463,40463,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,1955335,211 USE - COMMUNITY SHELTER UNMET
1310444,2693,2693,10539,5061,None,24281,407761,Food Pantries,None,5061,SEMCAC - HOUSTON COUNTY OUTREACH OFFICE,SEMCAC,1955319,SEMCAC
1310404,26513,26513,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,1955236,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1310375,27328,27328,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1955180,MILWAUKEE RESCUE MISSION
1310157,40613,40613,28593,16286,None,50205,411476,Case/Care Management,None,16286,MY CHOICE WISCONSIN,MY CHOICE WISCONSIN,1954734,MY CHOICE WISCONSIN
1310132,36343,36343,30126,15536,None,47134,407761,Food Pantries,None,15536,FRIEDENS COMMUNITY MINISTRIES - HOPE HOUSE OF MILWAUKEE,FRIEDENS COMMUNITY MINISTRIES,1954675,FRIEDENS COMMUNITY MINISTRIES
1310112,23220,23220,28600,15677,None,47734,408438,Housing Complaints,None,15677,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES - ZEIDLER MUNICIPAL BUILDING,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES,1954631,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES
1310098,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1954606,GREAT RIVERS 2-1-1
1310081,37629,37629,28397,16173,None,49699,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1954580,IMPACT
1310079,37629,37629,28397,16173,None,49699,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1954578,IMPACT
1310058,26768,26768,19215,11188,None,20974,409309,Protection and Advocacy for Individuals With Disabilities,None,11188,DISABILITY RIGHTS WISCONSIN-MILWAUKEE OFFICE,DISABILITY RIGHTS WISCONSIN,1954543,DISABILITY RIGHTS WISCONSIN
1310057,26768,26768,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1954542,IMPACT
1310051,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1954535,GREAT RIVERS 2-1-1
1310042,30794,30794,27084,15492,None,46830,409105,Municipal Police,None,15492,MILWAUKEE POLICE DEPARTMENT - DISTRICT 4,MILWAUKEE POLICE DEPARTMENT,1954524,MILWAUKEE POLICE DEPARTMENT
1310028,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1954510,GREAT RIVERS 2-1-1
1310024,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1954506,GREAT RIVERS 2-1-1
1310002,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1954468,GREAT RIVERS 2-1-1
1310000,35717,35717,28397,16173,None,55061,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1954467,IMPACT
1309978,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1954416,GREAT RIVERS 2-1-1
1309967,26768,26768,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1954395,IMPACT
1309929,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1954336,GREAT RIVERS 2-1-1
1309913,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1954314,GREAT RIVERS 2-1-1
1309910,30794,30794,6237,7372,None,16661,408263,Telephone Service Payment Assistance,None,7372,LIFELINE ASSISTANCE WIRELESS INFORMATION,INFORMATIONAL LISTINGS,1954302,INFORMATIONAL LISTINGS
1309905,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1954297,GREAT RIVERS 2-1-1
1309876,2844,2844,16502,10245,None,35535,414250,Weather Advisories,None,10245,NATIONAL WEATHER SERVICE - LOCAL OFFICES - LA CROSSE,NATIONAL WEATHER SERVICE - LOCAL OFFICES,1954249,NATIONAL WEATHER SERVICE - LOCAL OFFICES
1309820,41275,41275,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1954177,MILWAUKEE RESCUE MISSION
1309813,29405,29405,37820,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - REPAIRERS OF THE BREACH,IMPACT,1954170,IMPACT
1309795,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1954143,IMPACT
1309779,41275,41275,28397,16173,None,49695,414507,Comprehensive Information and Referral,None,16173,IMPACT - 211,IMPACT,1954117,IMPACT
1309768,16818,16818,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1954104,MILWAUKEE RESCUE MISSION
1309758,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1954088,GREAT RIVERS 2-1-1
1309745,2693,2693,10446,4845,None,24050,407978,Low Income/Subsidized Private Rental Housing,None,4845,LORETTO HERITAGE HAVEN,LORETTO HERITAGE HAVEN,1954073,LORETTO HERITAGE HAVEN
1309720,43259,43259,27391,15611,None,47451,411380,Animal Control,None,15611,MILWAUKEE AREA DOMESTIC ANIMAL CONTROL COMMISSION,MILWAUKEE AREA DOMESTIC ANIMAL CONTROL COMMISSION,1954022,MILWAUKEE AREA DOMESTIC ANIMAL CONTROL COMMISSION
1309718,31057,31057,20037,11401,None,22967,414477,Directory Assistance,None,11401,DIRECTORY ASSISTANCE NUMBERS,DIRECTORY ASSISTANCE NUMBERS,1954020,DIRECTORY ASSISTANCE NUMBERS
1309708,27154,27154,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,1954007,IMPACT
1309707,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1954006,GREAT RIVERS 2-1-1
1309704,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953999,GREAT RIVERS 2-1-1
1309690,29405,29405,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,1953983,211 USE - COMMUNITY SHELTER UNMET
1309624,37191,37191,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1953888,MILWAUKEE RESCUE MISSION
1309623,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953887,GREAT RIVERS 2-1-1
1309615,24022,24022,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1953877,MILWAUKEE RESCUE MISSION
1309590,32985,32985,30604,15476,None,46780,411476,Case/Care Management,None,15476,COMMUNITY ADVOCATES - FOND DU LAC AVE,COMMUNITY ADVOCATES,1953829,COMMUNITY ADVOCATES
1309580,22071,22071,28395,16172,None,49690,407761,Food Pantries,None,16172,MILWAUKEE CHRISTIAN CENTER - 14TH STREET,MILWAUKEE CHRISTIAN CENTER,1953807,MILWAUKEE CHRISTIAN CENTER
1309575,2693,2693,None,None,None,None,407978,Low Income/Subsidized Private Rental Housing,None,None,None, AgencySystem_Name: None,1953799, AgencySystem_ParentName: None
1309544,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953761,GREAT RIVERS 2-1-1
1309542,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1953759,IMPACT
1309491,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953693,GREAT RIVERS 2-1-1
1309486,2843,2843,37355,23514,None,64437,413132,Talklines/Warmlines,None,23514,LA CROSSE LIGHTHOUSE, TaxonomyLink_Id: None, 'ServiceSystem_Name': 'PEER RUN WARMLINE', DateOfServiceProvided: None
1309472,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953653,GREAT RIVERS 2-1-1
1309461,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953641,GREAT RIVERS 2-1-1
1309430,43353,43353,3574,1553,None,7816,409860,Wildlife Conservation,None,1553,WISCONSIN DEPARTMENT OF NATURAL RESOURCES - MARATHON COUNTY,WISCONSIN DEPARTMENT OF NATURAL RESOURCES,1953595,WISCONSIN DEPARTMENT OF NATURAL RESOURCES
1309416,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953579,GREAT RIVERS 2-1-1
1309403,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953557,GREAT RIVERS 2-1-1
1309315,30138,30138,27240,15546,None,47111,407761,Food Pantries,None,15546,SAINT PETER-IMMANUEL LUTHERAN CHURCH,SAINT PETER-IMMANUEL LUTHERAN CHURCH,1953420,SAINT PETER-IMMANUEL LUTHERAN CHURCH
1309260,36343,36343,34906,21862,None,58857,407761,Food Pantries,None,21862,SAINT PETERS COMMUNITY CENTER,SAINT PETER LUTHERAN CHURCH,1953343,SAINT PETER LUTHERAN CHURCH
1309257,40101,40101,27086,15492,None,46833,409105,Municipal Police,None,15492,MILWAUKEE POLICE DEPARTMENT - DISTRICT 5,MILWAUKEE POLICE DEPARTMENT,1953339,MILWAUKEE POLICE DEPARTMENT
1309236,2702,2702,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953312,GREAT RIVERS 2-1-1
1309209,37629,37629,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1953268,IMPACT
1309199,43586,43586,12085,913,None,19298,409488,Tenant Rights Information/Counseling,None,913,TENANT RESOURCE CENTER,TENANT RESOURCE CENTER,1953256,TENANT RESOURCE CENTER
1309184,17772,17772,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1953235,IMPACT
1309164,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953208,GREAT RIVERS 2-1-1
1309155,43586,43586,12097,932,None,19370,409488,Tenant Rights Information/Counseling,None,932,WISCONSIN DEPARTMENT OF AGRICULTURE, TaxonomyLink_Id: None, 'ServiceSystem_Name': 'LANDLORD/TENANT INFORMATION', DateOfServiceProvided: None
1309130,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953157,GREAT RIVERS 2-1-1
1309117,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1975973,GREAT RIVERS 2-1-1
1309090,38052,38052,35298,16085,None,49481,407761,Food Pantries,None,16085,ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY - RACINE,ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY,1953100,ST VINCENT DE PAUL SOCIETY OF RACINE COUNTY
1309077,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953077,GREAT RIVERS 2-1-1
1309064,32275,32275,28434,16181,None,49843,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION,MILWAUKEE RESCUE MISSION,1953059,MILWAUKEE RESCUE MISSION
1309051,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1953033,GREAT RIVERS 2-1-1
1308960,27154,27154,28397,16173,None,55081,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211,IMPACT,1952855,IMPACT
1308939,42105,42105,37851,23759,None,65176,413841,County Recorder Offices,None,23759,MILWAUKEE COUNTY COURTHOUSE,MILWAUKEE, 'DateOfServiceProvided': None, InteractionReferral_Id: 1952810
1308871,29855,29855,26909,15432,None,46349,407943,Rent Payment Assistance,None,15432,MAXIMUS - CENTURY CITY TOWER,MAXIMUS,1952689,MAXIMUS
1308800,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1952537,GREAT RIVERS 2-1-1
1308749,32855,32855,28215,16035,None,49334,407978,Low Income/Subsidized Private Rental Housing,None,16035,MERIDIAN GROUP,MERIDIAN GROUP,1952459,MERIDIAN GROUP
1308734,36343,36343,29704,16767,None,51825,414509,211 Systems,None,16767,2/1/2001,2/1/2001,1952535,2/1/2001
1308682,16299,16299,28434,16181,None,49843,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION,MILWAUKEE RESCUE MISSION,1952321,MILWAUKEE RESCUE MISSION
1308673,31534,31534,28400,16174,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES,1952300,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1308641,35048,35048,28622,16305,None,64899,407942,Property Tax Payment Assistance,None,16305,SOCIAL DEVELOPMENT COMMISSION - NORTH AVE,SOCIAL DEVELOPMENT COMMISSION,1952255,SOCIAL DEVELOPMENT COMMISSION
1308639,40463,40463,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1952252,MILWAUKEE RESCUE MISSION
1308624,25398,25398,28505,16233,None,50074,408046,Refrigerators,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,ST VINCENT DE PAUL SOCIETY - MILWAUKEE,1952228,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1308607,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1952197,GREAT RIVERS 2-1-1
1308571,16008,16008,30499,16934,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET,211 USE - COMMUNITY SHELTER UNMET,1959105,211 USE - COMMUNITY SHELTER UNMET
1308564,16424,16424,37820,16173,None,65177,121,Housing Related Coordinated Entry,None,16173,IMPACT - REPAIRERS OF THE BREACH,IMPACT,1952135,IMPACT
1308553,26507,26507,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1952121,IMPACT
1308523,26768,26768,28397,16173,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211,IMPACT,1952077,IMPACT
1308520,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1952075,GREAT RIVERS 2-1-1
1308509,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1952060,GREAT RIVERS 2-1-1
1308499,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1952048,GREAT RIVERS 2-1-1
1308497,23802,23802,19963,11384,None,22730,408916,""Renters Tax Credit Information"",None,11384,WISCONSIN DEPARTMENT OF REVENUE - MILWAUKEE OFFICE,WISCONSIN DEPARTMENT OF REVENUE,1952042,WISCONSIN DEPARTMENT OF REVENUE
1308453,2702,2702,12703,2101,None,64529,413132,Talklines/Warmlines,None,2101,2-1-1 WISCONSIN,2-1-1 WISCONSIN,1951970,2-1-1 WISCONSIN
1308433,2702,2702,26869,15413,None,46218,413255,Suicide Prevention Hotlines,None,15413,988 SUICIDE AND CRISIS LIFELINE,988 SUICIDE AND CRISIS LIFELINE,1951922,988 SUICIDE AND CRISIS LIFELINE
1308431,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1951919,GREAT RIVERS 2-1-1
1308395,2702,2702,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1951867,GREAT RIVERS 2-1-1
1308386,16424,16424,28435,16181,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE,MILWAUKEE RESCUE MISSION,1951853,MILWAUKEE RESCUE MISSION
